"","doi","creators","titles","publisher","publicationYear","subjects","contributors","dates","language","relatedIdentifiers","sizes","version","rightsList","descriptions","geoLocations","fundingReferences","url","metadataVersion","schemaVersion","source","isActive","state","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","updated","df_client$id"
"1","10.25673/75304",
